	context	question-X	canquestion-X	answer-Y	judgements	goldstandard1	goldstandard2	Label	Annotation_1	Annotation_2	Annotation_3	Annotation_4	Annotation_5
2813	X wants to know about Y's music preferences.	Have you been to warped tour?	I have been to warped tour .	I've never heard of it.	No#No#No#No#No	No	No	2	2	2	2	2	2
2814	Y has just told X that he/she is considering switching his/her job.	Are you unhappy at your current job?	I am unhappy at my current job .	The pay is way too low.	Yes#Probably yes / sometimes yes#Probably yes / sometimes yes#Yes#Probably yes / sometimes yes	Probably yes / sometimes yes	Yes	1	1	1	1	1	1
2815	X wants to know about Y's food preferences.	Do you feel like sharing a pizza with me?	I feel like sharing a pizza with me .	I could eat a whole one myself.	Probably no#Yes#No#No#Probably no		No	2	2	1	2	2	2
2816	X wants to know what activities Y likes to do during weekends.	Do you watch many movies?	I watch many movies .	I regularly go to the cinema.	Probably yes / sometimes yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2817	X wants to know what activities Y likes to do during weekends.	Do you want to go solo?	I want to go solo .	I'd be happy if you come.	Probably no#No#No#Probably no#No	No	No	2	2	2	2	2	2
2818	X wants to know what sorts of books Y likes to read.	Do you like fantasy novels?	I like fantasy novels .	When they have magic.	Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions	Yes, subject to some conditions	Yes, subject to some conditions	3	3	3	3	3	3
2819	Y has just told X that he/she is thinking of buying a flat in New York.	Do you want to rent or buy?	I want to rent or buy .	Right now I think renting is a better option.	In the middle, neither yes nor no#Other#I am not sure how X will interpret Y’s answer#Other#Other	Other	Other	5	4	5	4	5	5
2820	Y has just told X that he/she is thinking of buying a flat in New York.	When will you close on the property?	I will I close on the property .	I'm not sure yet	Other#Other#Other#Other#Other	Other	Other	5	5	5	5	5	5
2821	X wants to know what activities Y likes to do during weekends.	Shall we go back to that same deli we tried last week?	We shall go back to that same deli we tried last week .	Let's try something else.	No#Probably no#No#No#No	No	No	2	2	2	2	2	2
2822	X wants to know about Y's food preferences.	Do you enjoy a quiet restaurant atmosphere?	I enjoy a quiet restaurant atmosphere .	It's very relaxing.	Yes#I am not sure how X will interpret Y’s answer#Yes#Yes#Yes	Yes	Yes	1	1	4	1	1	1
2823	X wants to know what sorts of books Y likes to read.	Do you read murder mystery?	I read murder mystery .	I don't like murder themes.	No#No#No#No#No	No	No	2	2	2	2	2	2
2824	X wants to know what sorts of books Y likes to read.	Do you know who Christine Feehan is?	I know who Christine Feehan is .	I haven't heard of her.	No#No#No#No#No	No	No	2	2	2	2	2	2
2825	X wants to know about Y's food preferences.	Do you want to eat at chain restaurant?	I want to eat at chain restaurant .	Is there a good local restaurant instead?	No#No#Probably no#No#Yes	No	No	2	2	2	2	2	1
2826	X and Y are colleagues who are leaving work on a Friday at the same time.	Would you like to go for a drink?	I would like to go for a drink .	It depends of where you want to go.	Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions#In the middle, neither yes nor no	Yes, subject to some conditions	Yes, subject to some conditions	3	3	3	3	3	4
2827	X and Y are colleagues who are leaving work on a Friday at the same time.	Did you want to grab a drink at happy hour before heading home?	I did want to grab a drink at happy hour before heading home .	If there's somewhere nearby.	Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions	Yes, subject to some conditions	Yes, subject to some conditions	3	3	3	3	3	3
2828	Y has just told X that he/she is considering switching his/her job.	Do you spend your time behind a computer screen?	I spend my time behind a computer screen .	Too much to tell you the truth.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2829	X wants to know what activities Y likes to do during weekends.	Do you like cycling?	I like cycling .	I'll watch it on TV, but don;t participate in it.	Yes, subject to some conditions#In the middle, neither yes nor no#Yes#Yes, subject to some conditions#In the middle, neither yes nor no			6	3	4	1	3	4
2830	X wants to know about Y's food preferences.	Are you a vegan?	I am a vegan .	I eat a lot of fish.	No#No#No#No#No	No	No	2	2	2	2	2	2
2831	X wants to know about Y's food preferences.	Are you a dessert connoisseur?	I am a dessert connoisseur .	Dessert is my favorite!	Yes#Yes#Yes#I am not sure how X will interpret Y’s answer#Yes	Yes	Yes	1	1	1	1	4	1
2832	X wants to know what activities Y likes to do during weekends.	Want to check out that new coffee shop?	I want to check out that new coffee shop .	I've been meaning to try it out for a long time.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2833	X wants to know about Y's music preferences.	Did you play an instrument at school?	I did play an instrument at school .	I played the tuba in the marching band.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2834	X wants to know what activities Y likes to do during weekends.	Do you like to bowl?	I like to bowl .	I'm good at 10 pin.	Yes, subject to some conditions#Yes#Yes#Yes#Yes, subject to some conditions	Yes	Yes	1	3	1	1	1	3
2835	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Are you still in touch with any childhood friends?	I am in touch with childhood friends .	I keep up with a few on facebook.	Yes#Yes#Yes#Probably yes / sometimes yes#Yes	Yes	Yes	1	1	1	1	1	1
2836	Y has just travelled from a different city to meet X.	Do you want to rest from your trip?	I want to rest from my trip .	I would love a nap.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2837	Y has just told X that he/she is thinking of buying a flat in New York.	Are you looking at an expensive apartment?	I am looking at an expensive apartment .	I'm only considering the ones within my budget.	No#No#No#Probably no#No	No	No	2	2	2	2	2	2
2838	X wants to know what activities Y likes to do during weekends.	do you like fancy food?	I like fancy food .	Casual is more my speed.	Probably yes / sometimes yes#Probably no#No#Probably no#Probably no	Probably no	No	2	1	2	2	2	2
2839	Y has just moved into a neighbourhood and meets his/her new neighbour X.	Do you enjoy spending time outside?	I enjoy spending time outside .	I'm not a fan of outdoor activities.	No#No#No#No#No	No	No	2	2	2	2	2	2
2840	X wants to know what activities Y likes to do during weekends.	Are you into art and culture?	I am into art and culture .	I like going to the opera.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2841	X wants to know about Y's music preferences.	Are you in a band?	I am in a band .	Haven't been in a band in over 20 years.	No#No#No#No#No	No	No	2	2	2	2	2	2
2842	Y has just told X that he/she is thinking of buying a flat in New York.	Have you been to New York before?	I have been to New York before .	This is my first time.	No#No#No#No#No	No	No	2	2	2	2	2	2
2843	X wants to know what sorts of books Y likes to read.	Do you enjoy sci-fi books?	I enjoy sci-fi books .	They are some of my favourites	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2844	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Have you been to the old neighborhood in the last year?	I have been to the old neighborhood in the last year .	I haven't been to it in ages	No#No#No#No#No	No	No	2	2	2	2	2	2
2845	X wants to know about Y's music preferences.	Are you into country music?	I am into country music .	I've never been into country music.	No#No#No#No#No	No	No	2	2	2	2	2	2
2846	Y has just told X that he/she is considering switching his/her job.	Have you ever worked in a kitchen?	I have ever worked in a kitchen .	I have never done that	No#No#No#No#No	No	No	2	2	2	2	2	2
2847	Y has just told X that he/she is thinking of buying a flat in New York.	Does the flat's price fit your long-term budget?	The flat 's price does fit my long-term budget .	Well, if it doesn't I will definitely refinance my mortgage.	In the middle, neither yes nor no#Probably yes / sometimes yes#I am not sure how X will interpret Y’s answer#In the middle, neither yes nor no#Yes, subject to some conditions		In the middle, neither yes nor no	4	4	1	4	4	3
2848	X wants to know what sorts of books Y likes to read.	Do you read self-help books?	I read self-help books .	I only read novels.	No#No#No#No#No	No	No	2	2	2	2	2	2
2849	X wants to know about Y's food preferences.	Do you like all fresh ingredients?	I like all fresh ingredients .	I buy fresh food when I can.	Probably yes / sometimes yes#Probably yes / sometimes yes#Yes#Yes, subject to some conditions#Yes, subject to some conditions		Yes	1	1	1	1	3	3
2850	X and Y are colleagues who are leaving work on a Friday at the same time.	Are you busy Saturday?	I am busy Saturday .	I'll be at a workshop all day that day.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2851	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	You have any kids?	I have kids .	Just found out I'm pregnant with our first.	No#Yes, subject to some conditions#Probably yes / sometimes yes#No#I am not sure how X will interpret Y’s answer			6	2	3	1	2	4
2852	Y has just moved into a neighbourhood and meets his/her new neighbour X.	Are you from this state?	I am from this state .	I am indeed	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2853	Y has just told X that he/she is considering switching his/her job.	Do you have to travel far?	I have to travel far .	It takes me 2 hours to get to work.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2854	X wants to know what sorts of books Y likes to read.	Are you into mysteries?	I am into mysteries .	I prefer fantasy.	Probably no#Probably no#No#No#No	No	No	2	2	2	2	2	2
2855	X wants to know about Y's music preferences.	Did you dance at the event?	I did dance at the event .	We were seated pretty high in the stadium.	Probably no#In the middle, neither yes nor no#I am not sure how X will interpret Y’s answer#In the middle, neither yes nor no#No		In the middle, neither yes nor no	4	2	4	4	4	2
2856	X and Y are colleagues who are leaving work on a Friday at the same time.	Do you find your coworkers pleasant?	I find my coworkers pleasant .	They're delightful to work with.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2857	X and Y are colleagues who are leaving work on a Friday at the same time.	Do you want to get some pancakes?	I want to get pancakes .	I'm gluten free.	No#In the middle, neither yes nor no#No#No#No	No	No	2	2	4	2	2	2
2858	Y has just moved into a neighbourhood and meets his/her new neighbour X.	Want to come in and have a cup of tea ?	I want to come in and have a cup of tea .	I have already reached my caffeine quota for the day.	No#No#No#No#No	No	No	2	2	2	2	2	2
2859	X wants to know what activities Y likes to do during weekends.	Hey would you be interested in going to a local band's show this weekend?	I am would I be interested in going to a local band 's show this weekend .	If they're country or hip hop.	Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions	Yes, subject to some conditions	Yes, subject to some conditions	3	3	3	3	3	3
2860	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Did you marry your high school sweetheart?	I did marry my high school sweetheart .	He dumped me in college.	No#No#No#No#No	No	No	2	2	2	2	2	2
2861	Y has just travelled from a different city to meet X.	Was the airport crowded?	The airport was crowded .	I've never seen so many people in one place.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2862	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Have you graduated yet?	I have graduated yet .	Four years ago.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2863	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Where do you stay now?	I do I stay now .	I have a place of my own nearby.	Other#In the middle, neither yes nor no#Other#Yes#I am not sure how X will interpret Y’s answer			6	5	4	5	1	4
2864	X wants to know what sorts of books Y likes to read.	Do you like books by American authors usually?	I usually .	I don't care where an author comes from.	No#In the middle, neither yes nor no#No#In the middle, neither yes nor no#In the middle, neither yes nor no	In the middle, neither yes nor no	In the middle, neither yes nor no	4	2	4	2	4	4
2865	X wants to know what sorts of books Y likes to read.	Do you like illustrations?	I like illustrations .	I adore books with beautiful drawings.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2866	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Have any children?	I have children .	I have none at the moment	No#No#No#No#No	No	No	2	2	2	2	2	2
2867	Y has just told X that he/she is thinking of buying a flat in New York.	When will you close on the property?	I will I close on the property .	We don't have a date set yet.	Other#In the middle, neither yes nor no#In the middle, neither yes nor no#Other#Other	Other	Other	5	5	4	4	5	5
2868	X wants to know what activities Y likes to do during weekends.	Have you played any sports?	I have played sports .	I don't play team sports.	No#I am not sure how X will interpret Y’s answer#Yes, subject to some conditions#In the middle, neither yes nor no#No			6	2	4	3	4	2
2869	X wants to know about Y's music preferences.	Did you ever play the guitar?	I did play the guitar .	I never had any interest in it.	No#No#No#No#No	No	No	2	2	2	2	2	2
2870	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Have you continued doing sports?	I have continued doing sports .	Work and family take up a lot of my time.	Probably no#Probably no#Probably no#Probably no#Probably no	Probably no	No	2	2	2	2	2	2
